,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
354,50,RL,4.094,9.035986984831405,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,66,6,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,0,552,940,GasA,Ex,Y,SBrkr,7.083388,403,0,7.374629,0,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,66.0,Unf,1,240,TA,TA,Y,0,0,108,0,0,0,0,6,2006,WD,Normal,11.84939770159144
355,20,RL,4.652,9.328034514792826,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,12,12,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,GasA,Ex,Y,SBrkr,7.090077,0,0,7.090077,1,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,12.0,RFn,2,521,TA,TA,Y,0,26,0,0,0,0,0,8,2007,WD,Normal,12.086725887897607
356,20,RL,4.234,9.13216259091216,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,17,17,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,0,598,1158,GasA,Gd,Y,SBrkr,7.0621915,0,0,7.0621915,1,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,17.0,RFn,2,400,TA,TA,Y,120,26,0,0,0,0,0,7,2009,WD,Normal,12.061046873479915
357,120,RM,3.785,8.348537825386098,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,31,31,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,0,268,1142,GasA,TA,Y,SBrkr,7.0405364,0,0,7.0405364,1,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,31.0,Fin,2,528,TA,TA,Y,536,90,0,0,0,0,0,8,2007,WD,Normal,11.805595078933049
358,80,RL,4.523,8.84361509218395,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,48,48,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,GasA,Ex,Y,FuseF,7.20934,0,0,7.20934,0,1,1,0,3,1,Gd,6,Min2,0,Gd,BuiltIn,48.0,Unf,1,288,TA,TA,Y,168,0,294,0,0,0,0,7,2006,WD,Abnorml,11.77528972943772
359,60,RL,4.355,9.39357817555449,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,8,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,GasA,Ex,Y,SBrkr,6.9902563,838,0,7.5621614,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,8.0,RFn,2,592,TA,TA,Y,208,75,0,0,374,0,0,6,2006,WD,Normal,12.542544882151386
360,85,RL,4.234,8.927977461002001,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,29,29,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,888,GasA,Ex,Y,SBrkr,6.81564,0,0,6.81564,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,29.0,RFn,2,470,TA,TA,Y,0,0,0,0,192,0,0,6,2007,WD,Normal,11.957611286231675
361,50,RL,4.234,9.120853205474647,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,68,26,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,GasA,Gd,Y,SBrkr,6.895683,517,0,7.3165483,1,0,1,0,3,1,TA,8,Typ,0,Gd,Detchd,68.0,Unf,1,240,TA,TA,N,0,0,0,0,0,0,0,7,2008,WD,Normal,11.884489021402711
362,85,RL,4.16,8.895766604056085,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,GasA,Ex,Y,SBrkr,6.204558,1427,0,7.5611215,0,0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,6.0,RFn,2,672,TA,TA,Y,0,0,177,0,0,0,0,7,2009,ConLD,Normal,12.198544379109382
363,160,RM,3.045,7.426549072397305,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,37,2,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,0,321,483,GasA,Gd,Y,SBrkr,6.1800165,504,0,6.89467,0,0,1,1,2,1,Gd,5,Typ,0,Gd,Detchd,37.0,Unf,1,264,TA,TA,Y,250,0,0,0,0,0,0,5,2009,WD,Normal,11.678439903447801
364,60,RL,4.234,9.84161214881804,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,30,30,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712,Unf,0,84,796,GasA,TA,Y,SBrkr,6.672033,784,0,7.3613753,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,30.0,Fin,2,566,TA,TA,Y,306,111,0,0,0,0,0,7,2006,WD,Normal,12.154779351142624
365,70,RM,4.08,9.27706400401909,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,89,12,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,0,216,672,GasA,Gd,Y,FuseA,6.510258,672,0,7.2034054,0,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,45.0,Unf,1,468,TA,Fa,Y,0,128,218,0,0,0,0,7,2009,WD,Normal,11.898187865760873
366,20,RL,4.234,9.159047077588632,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,46,46,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,0,785,1394,GasA,Gd,Y,SBrkr,7.2399325,0,0,7.2399325,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,46.0,RFn,2,514,TA,TA,Y,0,76,0,0,185,0,0,7,2009,WD,Normal,11.976659481202368
367,80,RL,4.613,9.121509158269568,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,46,46,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,GasA,Gd,Y,SBrkr,7.2661285,0,0,7.2661285,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,46.0,RFn,1,296,TA,TA,Y,64,110,0,0,0,0,0,12,2008,WD,Normal,12.013700752882718
368,20,RL,4.355,8.961879012677683,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,56,56,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,GasA,Gd,Y,SBrkr,7.145196,0,0,7.145196,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,56.0,Fin,1,244,TA,TA,Y,0,98,0,0,0,0,0,3,2010,WD,Normal,11.790557201568507
369,20,RL,4.234,9.193194213141211,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,51,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72,Rec,258,733,1063,GasA,Ex,Y,SBrkr,7.1600695,0,0,7.1600695,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,13.0,Fin,2,576,TA,TA,Y,364,17,0,0,182,0,0,3,2010,WD,Normal,11.99535161421452
370,60,RL,4.234,9.002208578282412,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,GasA,Ex,Y,SBrkr,6.859615,711,0,7.41698,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,6.0,RFn,2,460,TA,TA,Y,100,40,0,0,0,0,0,1,2006,WD,Normal,12.05757263721173
371,50,RL,4.383,9.748002649695733,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,49,49,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,0,GasA,TA,Y,SBrkr,7.021084,468,0,7.3702307,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,17.0,Fin,2,680,TA,TA,N,0,59,0,0,0,0,0,7,2008,WD,Normal,11.808813773969108
372,120,RL,3.912,8.878358040627822,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,26,26,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,GasA,TA,Y,SBrkr,6.6227365,0,0,6.6227365,1,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,26.0,Unf,1,264,TA,TA,Y,353,0,0,0,90,0,0,2,2010,WD,Normal,11.736069016284437
373,20,RL,4.37,9.271811694064283,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,56,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,GasA,TA,Y,SBrkr,7.184629,0,0,7.184629,1,0,1,0,3,1,TA,5,Min2,0,Gd,Attchd,56.0,Unf,1,270,TA,TA,Y,66,0,0,0,0,0,0,11,2009,WD,Normal,11.719939634354555
374,60,RL,4.176,9.011889433252344,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,4,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,6.7417006,1081,0,7.5642385,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,4.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,12.299107511497363
375,30,RL,4.234,9.212338374638856,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,87,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,GasA,Gd,N,FuseA,6.8068295,0,0,6.8068295,1,0,0,1,1,1,Fa,4,Maj1,0,Gd,Attchd,29.0,Unf,0,0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,11.018629143155449
376,85,RL,4.043,9.087720658428273,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,10,10,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,GasA,Ex,Y,SBrkr,6.8178306,0,0,6.8178306,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,8.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,11.904967552746252
377,60,FV,4.625,9.318566777047053,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,3,2,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,7.36518,886,0,7.810353,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,3.0,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,0,12,2007,WD,Normal,12.736700896592344
378,20,RL,4.477,9.34084218004034,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,0,0,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,GasA,Ex,Y,SBrkr,7.526179,0,0,7.526179,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,0.0,Fin,3,834,TA,TA,Y,113,0,0,0,0,0,0,6,2010,New,Partial,12.885202034321916
379,60,RL,4.094,9.002454823050954,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,9,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,GasA,Ex,Y,SBrkr,6.914731,793,0,7.495542,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,9.0,Fin,2,463,TA,TA,Y,100,63,0,0,0,0,0,6,2009,WD,Normal,12.095141084822892
380,50,RL,3.912,8.517193191416238,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,86,60,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,GasA,TA,Y,SBrkr,6.933423,665,0,7.4330754,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,86.0,Unf,1,308,TA,TA,Y,0,0,242,0,0,0,0,5,2010,WD,Normal,11.751942365440728
381,20,FV,4.094,8.881836305004146,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,GasA,Ex,Y,SBrkr,7.1708884,0,0,7.1708884,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,0.0,RFn,2,572,TA,TA,Y,216,121,0,0,0,0,0,8,2006,New,Partial,12.142866569626381
382,60,RL,4.37,9.131838143821225,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,GasA,Ex,Y,SBrkr,6.8448153,858,0,7.493874,0,0,2,1,3,1,Gd,8,Typ,0,Gd,Attchd,1.0,RFn,2,639,TA,TA,Y,144,53,0,0,0,0,0,4,2007,WD,Normal,12.271392111650817
383,45,RH,4.094,9.104979856318357,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,81,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,GasA,TA,N,FuseA,6.664409,0,0,6.664409,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,59.0,Unf,2,360,Fa,Fa,N,0,0,91,0,0,0,0,10,2009,WD,Normal,11.238488619268468
384,60,RL,4.234,10.880064025283644,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,15,15,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,GasA,Ex,Y,SBrkr,6.98379,874,0,7.5771217,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,15.0,Fin,2,501,TA,TA,Y,216,231,0,0,0,0,0,6,2007,WD,Normal,12.388394202324129
385,120,RL,3.762,8.065265208897733,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,GasA,Ex,Y,SBrkr,7.1459846,0,0,7.1459846,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,6.0,Fin,2,430,TA,TA,Y,146,20,0,0,144,0,0,4,2010,WD,Normal,12.165250651009918
386,50,RL,4.06,9.037176752966994,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,96,10,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,658,GasA,TA,Y,SBrkr,6.489205,526,0,7.076654,0,0,1,0,5,1,TA,8,Typ,0,Gd,Attchd,26.0,Unf,0,0,TA,TA,N,0,151,0,0,0,0,0,5,2006,WD,AdjLand,11.302204433654575
387,80,RL,4.277,8.881836305004146,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,33,33,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,GasA,Ex,Y,SBrkr,7.0255384,0,0,7.0255384,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,32.0,Unf,1,352,TA,TA,Y,296,0,0,0,0,0,0,10,2009,WD,Abnorml,11.736069016284437
388,20,RL,4.53,9.146548238888403,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,9,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,7.2991214,0,0,7.2991214,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,9.0,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,0,7,2008,WD,Normal,12.160028707028767
389,60,RL,4.562,9.431401757086068,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,1,0,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,GasA,Ex,Y,SBrkr,7.462789,590,0,7.7544813,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,0.0,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,0,8,2008,New,Partial,12.962194625251508
390,50,RL,3.912,9.036582045842716,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,108,58,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,GasA,Ex,Y,SBrkr,6.8679743,406,0,7.2203736,1,0,1,0,4,1,TA,7,Typ,0,Gd,Detchd,30.0,Unf,1,384,TA,TA,Y,0,130,112,0,0,0,0,4,2008,WD,Normal,11.686878772093667
391,60,RL,4.26,9.409928663668856,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,8,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,GasA,Ex,Y,SBrkr,6.689599,1157,0,7.5812097,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,8.0,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,0,6,2009,WD,Normal,12.2783933071098
392,20,RL,4.234,9.028698584086985,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,48,48,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,GasA,TA,Y,SBrkr,6.782192,0,0,6.782192,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,48.0,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,1200,7,2007,WD,Normal,11.575900264131617
393,30,RL,4.234,8.915432254432663,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,65,56,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,GasA,TA,Y,FuseA,6.669498,0,0,6.669498,0,0,1,0,2,1,TA,4,Typ,2,TA,Attchd,26.0,Unf,0,0,TA,TA,Y,0,0,0,0,0,0,0,4,2006,WD,Abnorml,11.512925464970229
394,50,RL,4.094,9.223651386035854,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,67,57,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,GasA,Gd,Y,FuseA,6.5998707,299,0,6.9411902,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,67.0,Unf,1,240,TA,TA,Y,0,39,0,0,0,0,0,7,2007,WD,Normal,11.59910316121128
395,20,RL,4.22,9.166492972195906,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,54,54,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,GasA,TA,Y,SBrkr,7.0422864,0,0,7.0422864,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,54.0,Unf,1,596,TA,TA,Y,44,0,0,0,0,0,0,6,2010,WD,Normal,11.76756768334381
396,20,RL,4.094,8.881836305004146,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,37,37,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,6.795706,0,0,6.795706,0,0,1,0,2,1,TA,6,Typ,0,Gd,Detchd,24.0,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,0,9,2009,WD,Normal,11.719939634354555
397,60,RL,4.234,8.934586870389676,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,45,45,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,GasA,TA,Y,SBrkr,6.7753663,936,0,7.5021863,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,45.0,RFn,1,264,TA,TA,Y,0,168,0,0,0,0,0,7,2007,WD,Normal,12.040608205802641
398,30,RM,4.094,9.101306450952048,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,87,57,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,GasA,Gd,Y,Mix,6.9819345,0,0,6.9819345,0,0,1,0,2,1,TA,6,Maj2,0,Gd,Detchd,87.0,Unf,1,338,Po,Po,N,0,0,0,0,0,0,0,11,2007,WD,Abnorml,11.112447898373103
399,60,FV,4.176,9.002701007197938,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,3,2,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,GasA,Ex,Y,SBrkr,7.0139155,438,0,7.34601,1,0,2,0,2,1,Gd,7,Typ,0,Gd,Attchd,2.0,Fin,2,438,TA,TA,Y,0,168,0,0,0,0,0,10,2009,WD,Normal,12.392552212472792
400,120,RL,3.637,9.61333576618342,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,12,12,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,GasA,Ex,Y,SBrkr,7.1608458,0,0,7.1608458,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,12.0,Fin,2,500,TA,TA,Y,120,30,0,0,224,0,0,12,2008,WD,Normal,12.411052226216713
401,20,RL,4.176,9.078749951588586,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,GasA,Ex,Y,SBrkr,7.1777825,0,0,7.1777825,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1.0,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,0,7,2006,New,Partial,12.01364014498549
402,30,RL,4.094,9.230142999272362,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,68,11,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,6.510258,0,0,6.510258,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,68.0,Unf,1,240,TA,TA,N,168,0,0,0,0,0,0,8,2008,WD,Normal,11.589886506106357
403,60,RL,4.53,9.400133943608838,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,8,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Gd,Y,SBrkr,7.0604763,1098,0,7.724447,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,8.0,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,0,7,2006,WD,Abnorml,12.460714863903755
404,60,RL,4.234,9.246093541682,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,12,11,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,GasA,Gd,Y,SBrkr,6.692084,766,0,7.360104,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,12.0,Fin,2,373,TA,TA,Y,0,40,0,0,0,0,0,5,2007,WD,Normal,12.031719258385396
